pH,DO,Cond,Turb,Temp,NH4,NO3,ORP,COD,BOD,TSS,NH3_N,logDate,logTime
6.51,0.04,31.5,35.3,28.5,0.1,1807.0,84358.08,54.83383,13.4127292633057,40.8449325561523,15:00:00.0000000,2022-03-09,15
6.5,0.04,31.6,30.8,28.6,0.1,1801.0,84358.08,54.38496,13.2987537384033,39.4747467041016,16:00:00.0000000,2022-03-09,16
6.47,0.04,31.7,30.4,28.6,0.11,1799.0,84357.08,55.2073,13.5075569152832,38.6689262390137,17:00:00.0000000,2022-03-09,17
6.46,0.04,31.8,30.0,28.5,0.11,1766.0,84357.08,55.43964,13.5665512084961,38.5559120178223,18:00:00.0000000,2022-03-09,18
6.46,0.04,31.8,30.3,28.4,0.11,1790.0,84357.08,55.80772,13.6600093841553,39.3639221191406,19:00:00.0000000,2022-03-09,19
6.45,0.04,31.9,30.8,28.3,0.11,1833.0,84358.08,57.06716,13.9797992706299,38.258602142334,20:00:00.0000000,2022-03-09,20
6.43,0.04,31.9,28.9,28.2,0.11,1860.0,84360.08,58.11208,14.2451171875,38.711555480957,21:00:00.0000000,2022-03-09,21
6.47,0.04,31.9,30.2,28.1,0.11,1839.0,84361.08,58.77939,14.4145545959473,38.1348648071289,22:00:00.0000000,2022-03-09,22
6.46,0.04,31.9,29.4,27.9,0.11,1913.0,84362.08,59.52191,14.5587997436523,37.896484375,23:00:00.0000000,2022-03-09,23
6.47,0.04,32.0,28.4,27.8,0.12,1892.0,84362.08,60.24881,14.6934728622437,37.7928810119629,00:00:00.0000000,2022-03-10,0
6.47,0.04,32.0,27.8,27.7,0.12,2010.0,84362.08,60.51563,14.756139755249,38.0190162658691,01:00:00.0000000,2022-03-10,1
6.48,0.04,32.1,27.8,27.6,0.12,2000.0,84361.08,61.0681,14.8865432739258,38.6365737915039,02:00:00.0000000,2022-03-10,2
6.51,0.04,32.1,28.7,27.6,0.12,2030.0,84361.08,61.40462,14.9681787490845,37.588794708252,03:00:00.0000000,2022-03-10,3
6.47,0.04,32.2,28.1,27.5,0.12,2120.0,84361.08,62.05573,15.1236734390259,38.187385559082,04:00:00.0000000,2022-03-10,4
6.49,0.04,32.2,27.4,27.4,0.12,2060.0,84361.08,62.61856,15.2575588226318,38.3584251403809,05:00:00.0000000,2022-03-10,5
6.48,0.04,32.3,25.7,27.3,0.12,2140.0,84361.08,62.9109,15.3272104263306,38.6555061340332,06:00:00.0000000,2022-03-10,6
6.52,0.04,32.3,27.0,27.3,0.13,2090.0,84361.08,63.32696,15.4263381958008,38.4796714782715,07:00:00.0000000,2022-03-10,7
6.53,0.04,32.4,27.7,27.3,0.13,2120.0,84360.08,63.50278,15.4682283401489,38.0994758605957,08:00:00.0000000,2022-03-10,8
6.51,0.04,32.5,28.2,27.3,0.13,2150.0,84359.08,63.71883,15.519702911377,38.7555999755859,09:00:00.0000000,2022-03-10,9
6.52,0.03,32.7,28.0,27.5,0.13,2140.0,84359.08,64.05871,15.6006813049316,39.6241645812988,10:00:00.0000000,2022-03-10,10
6.54,0.04,32.8,27.7,27.7,0.13,2150.0,84360.08,64.48149,15.7014093399048,39.3656387329102,11:00:00.0000000,2022-03-10,11
6.49,0.04,32.4,27.6,28.1,0.13,2200.0,84361.08,64.92848,15.8079071044922,39.2337799072266,12:00:00.0000000,2022-03-10,12
6.48,0.04,32.3,27.5,28.4,0.13,2140.0,84362.08,65.21643,15.8765106201172,40.0101280212402,13:00:00.0000000,2022-03-10,13
6.51,0.04,32.4,27.8,28.8,0.13,2100.0,84362.08,65.61511,15.9714984893799,39.627799987793,14:00:00.0000000,2022-03-10,14
6.56,0.04,32.5,28.3,29.1,0.13,2010.0,84362.08,65.8621,16.0303440093994,39.7466354370117,15:00:00.0000000,2022-03-10,15
6.57,0.04,32.6,28.9,29.4,0.14,1994.0,84363.08,65.78065,16.0109386444092,39.445240020752,16:00:00.0000000,2022-03-10,16
6.52,0.04,32.7,28.8,29.4,0.14,1928.0,84363.08,66.25883,16.1248664855957,39.4644546508789,17:00:00.0000000,2022-03-10,17
6.49,0.04,32.7,26.9,29.3,0.14,1961.0,84364.08,66.25554,16.124080657959,39.8559875488281,18:00:00.0000000,2022-03-10,18
6.49,0.04,32.9,27.6,29.2,0.14,1909.0,84365.08,66.55606,16.1956825256348,39.4814338684082,19:00:00.0000000,2022-03-10,19
6.5,0.04,32.9,27.3,29.1,0.15,1836.0,84364.08,66.59514,16.2049922943115,40.140007019043,20:00:00.0000000,2022-03-10,20
6.47,0.04,32.9,26.7,28.9,0.15,1856.0,84364.08,66.78933,16.2514953613281,39.602180480957,21:00:00.0000000,2022-03-10,21
6.51,0.04,32.9,26.3,28.7,0.15,1909.0,84364.08,66.65406,16.2188835144043,39.4605979919434,22:00:00.0000000,2022-03-10,22
6.49,0.04,32.9,26.5,28.5,0.15,1924.0,84365.08,66.72126,16.2342796325684,39.1784362792969,23:00:00.0000000,2022-03-10,23
6.52,0.04,32.8,26.9,28.4,0.15,1915.0,84365.08,66.68248,16.2258014678955,38.838207244873,00:00:00.0000000,2022-03-11,0
6.53,0.04,32.9,27.3,28.2,0.15,1961.0,84365.08,66.60236,16.2064552307129,38.9803237915039,01:00:00.0000000,2022-03-11,1
6.53,0.04,33.0,27.1,28.0,0.16,1964.0,84366.08,66.54683,16.1934814453125,38.823860168457,02:00:00.0000000,2022-03-11,2
6.5,0.04,33.1,25.1,27.9,0.16,1923.0,84366.08,66.65494,16.2192401885986,38.5027770996094,03:00:00.0000000,2022-03-11,3
6.52,0.04,33.1,25.8,27.8,0.16,1929.0,84366.08,66.37363,16.1522178649902,38.2533836364746,04:00:00.0000000,2022-03-11,4
6.51,0.03,33.2,25.6,27.7,0.16,1818.0,84366.08,66.5739,16.1999320983887,37.9734230041504,05:00:00.0000000,2022-03-11,5
6.5,0.04,33.2,25.5,27.7,0.16,1820.0,84366.08,66.97364,16.2951717376709,37.6445960998535,06:00:00.0000000,2022-03-11,6
6.52,0.04,33.4,26.5,27.6,0.16,1756.0,84366.08,66.57391,16.1999359130859,37.0151443481445,07:00:00.0000000,2022-03-11,7
6.55,0.04,33.4,25.9,27.6,0.17,1728.0,84366.08,66.37093,16.151575088501,36.6205024719238,08:00:00.0000000,2022-03-11,8
6.53,0.04,33.4,26.0,27.7,0.17,1685.0,84366.08,65.87653,16.0337791442871,36.129566192627,09:00:00.0000000,2022-03-11,9
6.53,0.04,33.5,25.5,27.8,0.17,1687.0,84368.08,66.07986,16.0822277069092,36.5997200012207,10:00:00.0000000,2022-03-11,10
6.55,0.04,33.5,25.5,28.1,0.17,1631.0,84371.08,66.32718,16.141149520874,35.8199195861816,11:00:00.0000000,2022-03-11,11
6.54,0.04,33.4,25.1,28.4,0.17,1613.0,84373.08,65.61432,15.9713087081909,35.523136138916,12:00:00.0000000,2022-03-11,12
6.59,0.04,33.3,25.2,28.7,0.17,1618.0,84374.08,65.55918,15.9581727981567,34.6718788146973,13:00:00.0000000,2022-03-11,13
6.59,0.04,33.2,24.9,29.0,0.17,1637.0,84375.08,65.33842,15.9055757522583,33.8048896789551,14:00:00.0000000,2022-03-11,14
6.6,0.04,33.2,24.8,29.3,0.17,1623.0,84376.08,65.09201,15.8468675613403,33.3744468688965,15:00:00.0000000,2022-03-11,15
6.61,0.04,33.3,24.4,29.6,0.18,1587.0,84377.08,65.45817,15.9341068267822,32.9550971984863,16:00:00.0000000,2022-03-11,16
6.58,0.04,33.2,21.2,29.9,0.18,1501.0,84378.08,65.09344,15.8472061157227,32.600887298584,17:00:00.0000000,2022-03-11,17
6.61,0.04,33.2,21.5,29.7,0.18,1465.0,84377.08,65.63021,15.9750957489014,31.8882541656494,18:00:00.0000000,2022-03-11,18
7.35,0.21,3.7,14.3,26.8,0.22,7010.0,64.0,0.0,0.0,93.9386825561523,19:00:00.0000000,2022-03-11,19
6.5,0.06,24.3,92.0,28.3,0.03,808.0,141.0,65.01616,15.8281345367432,153.283889770508,20:00:00.0000000,2022-03-11,20
6.45,0.07,24.2,95.2,28.3,0.03,617.0,173.0,65.66557,15.9862031936646,147.637832641602,21:00:00.0000000,2022-03-11,21
6.45,0.06,25.1,69.8,28.2,0.03,452.0,215.0,53.33531,13.0322360992432,98.1510009765625,22:00:00.0000000,2022-03-11,22
6.45,0.05,26.3,83.6,28.2,0.03,422.0,215.0,61.72934,15.0457019805908,126.42472076416,23:00:00.0000000,2022-03-11,23
6.4,0.05,27.1,72.0,28.1,0.03,389.0,259.0,57.51418,14.0932998657227,108.459487915039,00:00:00.0000000,2022-03-12,0
6.38,0.06,27.6,47.0,28.0,0.03,304.0,339.0,43.10117,10.4336633682251,57.967945098877,01:00:00.0000000,2022-03-12,1
6.41,0.05,28.0,43.5,28.0,0.04,261.0,396.0,38.87071,9.35949611663818,46.897403717041,02:00:00.0000000,2022-03-12,2
6.39,0.05,29.6,46.8,27.9,0.04,220.0,412.0,39.31877,9.47326469421387,58.0179672241211,03:00:00.0000000,2022-03-12,3
6.44,0.04,31.1,44.5,27.8,0.04,181.1,421.0,36.9277,8.86614036560059,51.0944747924805,04:00:00.0000000,2022-03-12,4
6.44,0.05,32.4,43.5,27.8,0.05,147.6,426.0,37.10311,8.91068077087402,48.2997779846191,05:00:00.0000000,2022-03-12,5
6.46,0.05,33.9,41.1,27.7,0.05,133.1,426.0,35.54303,8.51455688476563,45.6065559387207,06:00:00.0000000,2022-03-12,6
6.46,0.05,34.8,36.0,27.7,0.05,100.2,434.0,33.05095,7.88178682327271,36.7593688964844,07:00:00.0000000,2022-03-12,7
6.39,0.04,35.2,32.1,27.7,0.05,83.2,439.0,30.97008,7.35342788696289,32.8414077758789,08:00:00.0000000,2022-03-12,8
6.45,0.04,36.3,29.4,27.8,0.06,70.0,435.0,29.00317,6.85400485992432,28.4421539306641,09:00:00.0000000,2022-03-12,9
6.43,0.05,37.6,27.9,28.0,0.06,57.8,430.0,28.90609,6.8293571472168,26.0133304595947,10:00:00.0000000,2022-03-12,10
6.41,0.05,38.7,24.5,28.2,0.07,55.2,425.0,28.45424,6.71462631225586,25.5424270629883,11:00:00.0000000,2022-03-12,11
6.36,0.04,38.6,29.0,28.5,0.07,71.0,427.0,31.20172,7.41224431991577,33.7829627990723,12:00:00.0000000,2022-03-12,12
6.42,0.03,39.0,40.9,28.5,0.07,113.5,422.0,40.30559,9.72382926940918,53.8327178955078,13:00:00.0000000,2022-03-12,13
6.3,0.03,38.7,40.5,28.4,0.07,124.3,397.0,38.98688,9.38973236083984,53.5577545166016,14:00:00.0000000,2022-03-12,14
6.4,0.04,37.7,40.5,28.5,0.07,141.5,352.0,38.64111,9.30232429504395,46.1739845275879,15:00:00.0000000,2022-03-12,15
6.5,0.03,37.5,47.8,28.5,0.07,219.0,338.0,42.84912,10.3704252243042,48.4843902587891,16:00:00.0000000,2022-03-12,16
6.52,0.03,36.0,62.6,28.3,0.06,326.0,332.0,54.33587,13.29079246521,83.9938659667969,17:00:00.0000000,2022-03-12,17
6.54,0.04,33.1,87.8,28.2,0.05,358.0,328.0,61.76395,15.0530385971069,118.73445892334,18:00:00.0000000,2022-03-12,18
6.51,0.03,29.1,97.0,28.1,0.04,364.0,329.0,63.05903,15.3619155883789,131.980484008789,19:00:00.0000000,2022-03-12,19
6.4,0.04,24.9,111.1,28.0,0.03,338.0,341.0,61.02863,14.8804206848145,113.898551940918,20:00:00.0000000,2022-03-12,20
6.31,0.04,23.8,116.4,27.9,0.03,284.0,355.0,55.31125,13.5339527130127,97.3724136352539,21:00:00.0000000,2022-03-12,21
6.25,0.03,22.2,115.6,27.9,0.02,244.0,354.0,44.60658,10.8159046173096,61.6904792785645,22:00:00.0000000,2022-03-12,22
6.26,0.03,22.5,116.3,27.8,0.02,228.0,364.0,41.57324,10.0457019805908,55.081974029541,23:00:00.0000000,2022-03-12,23
6.26,0.03,25.4,130.2,27.8,0.03,179.8,380.0,38.35567,9.22872161865234,62.8831100463867,00:00:00.0000000,2022-03-13,0
6.27,0.03,27.2,141.5,27.8,0.03,183.8,364.0,35.06712,8.39371871948242,44.4726181030273,01:00:00.0000000,2022-03-13,1
6.33,0.03,29.4,150.5,27.8,0.03,203.0,352.0,32.59214,7.76528835296631,35.7036170959473,02:00:00.0000000,2022-03-13,2
6.37,0.04,31.5,158.2,27.8,0.04,213.0,339.0,31.35909,7.45220279693604,31.511474609375,03:00:00.0000000,2022-03-13,3
6.36,0.03,32.7,167.0,27.8,0.04,204.0,327.0,30.14901,7.1449499130249,32.6536026000977,04:00:00.0000000,2022-03-13,4
6.38,0.03,33.2,177.8,27.8,0.04,190.3,315.0,29.54919,6.99264621734619,31.3013000488281,05:00:00.0000000,2022-03-13,5
6.33,0.03,33.5,188.4,27.8,0.04,185.2,305.0,25.78042,6.03570938110352,26.1044178009033,06:00:00.0000000,2022-03-13,6
6.4,0.03,34.1,196.4,27.7,0.05,179.9,288.0,27.08314,6.36648750305176,29.7687511444092,07:00:00.0000000,2022-03-13,7
6.41,0.03,35.2,226.4,27.7,0.05,156.9,298.0,40.31155,9.72534275054932,72.1700592041016,08:00:00.0000000,2022-03-13,8
6.47,0.03,35.6,228.1,27.8,0.05,167.7,242.0,33.85997,8.08720588684082,47.5314559936523,09:00:00.0000000,2022-03-13,9
6.49,0.03,36.1,238.0,28.0,0.06,200.0,175.0,32.54107,7.75232124328613,44.8075752258301,10:00:00.0000000,2022-03-13,10
6.51,0.03,36.7,243.7,28.2,0.06,232.0,62.0,34.06025,8.13805961608887,46.7704887390137,11:00:00.0000000,2022-03-13,11
6.58,0.03,37.1,242.4,28.4,0.07,306.0,83918.08,32.22405,7.6702938079834,34.4069175720215,12:00:00.0000000,2022-03-13,12
6.64,0.03,37.6,243.6,28.8,0.08,356.0,83984.08,32.51352,7.74532604217529,37.4591255187988,13:00:00.0000000,2022-03-13,13
6.67,0.03,38.3,248.5,29.2,0.09,384.0,84006.08,39.57367,9.53798484802246,49.3773155212402,14:00:00.0000000,2022-03-13,14
6.7,0.04,39.3,253.3,29.5,0.09,403.0,84067.08,41.42808,10.0078239440918,54.4235916137695,15:00:00.0000000,2022-03-13,15
6.62,0.04,39.5,258.7,29.6,0.09,356.0,84094.08,42.09443,10.174711227417,60.4003715515137,16:00:00.0000000,2022-03-13,16
6.6,0.03,38.9,276.1,29.4,0.08,336.0,84060.08,48.56712,11.819637298584,71.6870880126953,17:00:00.0000000,2022-03-13,17
6.63,0.03,36.6,281.8,29.0,0.06,384.0,84156.08,46.04339,11.1790809631348,72.4860229492188,18:00:00.0000000,2022-03-13,18
6.74,0.03,32.4,284.3,28.9,0.07,507.0,84280.08,43.64746,10.5723705291748,60.2843856811523,19:00:00.0000000,2022-03-13,19
6.79,0.03,32.3,301.5,28.8,0.07,534.0,84294.08,50.44987,12.2995891571045,74.2095336914063,20:00:00.0000000,2022-03-13,20
6.64,0.03,30.6,315.1,28.7,0.06,473.0,84290.08,59.06246,14.4864292144775,88.3108673095703,21:00:00.0000000,2022-03-13,21
6.57,0.03,29.4,319.6,28.6,0.06,446.0,84282.08,49.03151,11.9394483566284,75.2228393554688,22:00:00.0000000,2022-03-13,22
6.51,0.02,27.8,339.8,28.4,0.04,357.0,84230.08,46.62894,11.3294048309326,75.1178665161133,23:00:00.0000000,2022-03-13,23
6.45,0.03,26.9,357.9,28.3,0.04,306.0,84145.08,40.42118,9.75318050384521,63.8970832824707,00:00:00.0000000,2022-03-14,0
6.43,0.02,27.6,379.7,28.2,0.04,266.0,84066.08,36.57802,8.7773551940918,56.911735534668,01:00:00.0000000,2022-03-14,1
6.47,0.03,29.7,401.4,28.2,0.04,231.0,84055.08,33.73681,8.05593490600586,50.4031181335449,02:00:00.0000000,2022-03-14,2
6.49,0.03,31.8,417.3,28.2,0.04,205.0,84053.08,31.16705,7.40344142913818,42.2513465881348,03:00:00.0000000,2022-03-14,3
6.48,0.03,33.6,431.9,28.1,0.05,185.5,84047.08,30.56752,7.25121355056763,40.87890625,04:00:00.0000000,2022-03-14,4
6.5,0.03,34.5,443.2,28.1,0.05,168.9,84066.08,29.00878,6.85543012619019,35.998722076416,05:00:00.0000000,2022-03-14,5
6.52,0.03,35.4,452.0,28.0,0.05,149.6,84083.08,27.88942,6.57120990753174,32.9298706054688,06:00:00.0000000,2022-03-14,6
6.54,0.02,36.2,452.3,28.0,0.06,159.9,84172.08,26.51686,6.22270154953003,27.2529678344727,07:00:00.0000000,2022-03-14,7
6.54,0.03,36.7,454.2,28.0,0.06,157.6,84147.08,26.71682,6.27347278594971,35.6598892211914,08:00:00.0000000,2022-03-14,8
6.58,0.03,37.2,451.9,28.1,0.06,194.0,84201.08,25.80604,6.04261350631714,31.3507308959961,09:00:00.0000000,2022-03-14,9
6.58,0.03,38.2,448.3,28.3,0.07,223.0,84140.08,42.11082,10.1821994781494,70.3253402709961,10:00:00.0000000,2022-03-14,10
6.66,0.04,38.5,443.9,28.6,0.08,339.0,84275.08,37.63604,9.04534244537354,60.2395210266113,11:00:00.0000000,2022-03-14,11
6.7,0.04,38.7,446.3,29.0,0.09,380.0,84291.08,36.6414,8.79519653320313,42.308967590332,12:00:00.0000000,2022-03-14,12
6.81,0.03,38.7,450.2,29.4,0.1,409.0,84301.08,34.20155,8.16384696960449,38.7662200927734,13:00:00.0000000,2022-03-14,13
7.56,0.14,3.1,23.9,29.3,0.45,330.0,52.0,0.0,0.0,79.7092819213867,14:00:00.0000000,2022-03-14,14
6.87,0.07,41.9,59.9,30.5,0.11,1051.0,219.0,51.36372,12.531623840332,71.7466278076172,15:00:00.0000000,2022-03-14,15
6.83,0.07,42.6,61.9,30.5,0.1,779.0,240.0,49.87365,12.1532783508301,64.495964050293,16:00:00.0000000,2022-03-14,16
6.83,0.06,42.4,71.8,30.4,0.09,399.0,359.0,48.68104,11.8504600524902,61.5171089172363,17:00:00.0000000,2022-03-14,17
6.78,0.06,42.1,74.2,30.2,0.09,339.0,369.0,48.52983,11.8120651245117,55.2407531738281,18:00:00.0000000,2022-03-14,18
6.73,0.06,41.3,82.4,30.1,0.09,299.0,378.0,49.20519,11.983549118042,57.6010131835938,19:00:00.0000000,2022-03-14,19
6.73,0.05,40.6,85.1,29.9,0.09,303.0,383.0,50.3388,12.2713851928711,54.6594543457031,20:00:00.0000000,2022-03-14,20
6.64,0.05,40.1,89.5,29.7,0.09,296.0,389.0,52.89918,12.9214973449707,58.3708877563477,21:00:00.0000000,2022-03-14,21
6.62,0.04,40.4,94.1,29.5,0.09,319.0,395.0,54.61565,13.357328414917,64.6831970214844,22:00:00.0000000,2022-03-14,22
6.61,0.04,40.4,95.7,29.3,0.08,335.0,407.0,53.6371,13.1088638305664,65.3839492797852,23:00:00.0000000,2022-03-14,23
6.59,0.04,40.3,104.1,29.1,0.08,346.0,419.0,54.60365,13.3542823791504,66.3110504150391,00:00:00.0000000,2022-03-15,0
6.56,0.03,40.0,111.2,29.0,0.08,338.0,421.0,59.02929,14.4780082702637,81.2105331420898,01:00:00.0000000,2022-03-15,1
6.57,0.04,40.7,109.8,28.9,0.08,316.0,447.0,54.09058,13.2240085601807,74.6132354736328,02:00:00.0000000,2022-03-15,2
6.58,0.04,41.2,109.9,28.8,0.07,277.0,472.0,51.64513,12.6030788421631,71.6603088378906,03:00:00.0000000,2022-03-15,3
6.56,0.04,40.6,112.9,28.7,0.07,246.0,483.0,51.97147,12.685941696167,75.9307479858398,04:00:00.0000000,2022-03-15,4
6.53,0.03,39.7,118.5,28.6,0.07,213.0,484.0,50.91694,12.4181823730469,69.2554473876953,05:00:00.0000000,2022-03-15,5
6.47,0.03,40.2,121.0,28.5,0.07,213.0,487.0,46.34967,11.2584953308105,57.5392951965332,06:00:00.0000000,2022-03-15,6
6.47,0.03,40.1,122.0,28.4,0.07,205.0,486.0,40.12816,9.67877769470215,59.5284881591797,07:00:00.0000000,2022-03-15,7
6.43,0.03,38.9,142.5,28.3,0.07,210.0,464.0,41.83886,10.1131448745728,63.3688507080078,08:00:00.0000000,2022-03-15,8
6.43,0.02,38.7,155.7,28.3,0.08,196.1,422.0,39.12074,9.41844749450684,55.3487701416016,09:00:00.0000000,2022-03-15,9
6.46,0.03,38.8,193.7,28.3,0.08,212.0,389.0,41.2231,9.95846271514893,90.7751007080078,10:00:00.0000000,2022-03-15,10
6.5,0.03,38.9,208.1,28.4,0.09,233.0,354.0,32.91064,7.84616231918335,144.500335693359,11:00:00.0000000,2022-03-15,11
6.55,0.03,38.8,213.5,28.6,0.09,238.0,317.0,43.59091,10.5580139160156,42.3964004516602,12:00:00.0000000,2022-03-15,12
6.54,0.03,38.9,221.1,28.7,0.09,250.0,297.0,44.57101,10.8068733215332,43.0026397705078,13:00:00.0000000,2022-03-15,13
6.56,0.03,38.9,227.8,28.9,0.1,274.0,274.0,42.27438,10.2237281799316,51.9624214172363,14:00:00.0000000,2022-03-15,14
6.56,0.03,38.8,231.3,29.0,0.1,301.0,246.0,40.88232,9.87026691436768,48.5974502563477,15:00:00.0000000,2022-03-15,15
6.56,0.03,38.7,244.5,28.9,0.1,306.0,254.0,42.19826,10.2044010162354,48.2032203674316,16:00:00.0000000,2022-03-15,16
6.67,0.03,40.9,328.2,28.8,0.13,414.0,117.0,72.66969,17.6522731781006,206.296493530273,17:00:00.0000000,2022-03-15,17
6.64,0.03,35.6,383.3,28.4,0.11,488.0,120.0,86.17014,20.8687934875488,242.249633789063,18:00:00.0000000,2022-03-15,18
6.57,0.03,30.1,404.4,28.1,0.07,449.0,120.0,76.76128,18.6271057128906,257.702667236328,19:00:00.0000000,2022-03-15,19
6.4,0.03,23.8,448.7,27.9,0.05,361.0,123.0,77.67863,18.845666885376,276.063232421875,20:00:00.0000000,2022-03-15,20
6.43,0.03,21.4,463.1,27.8,0.04,314.0,120.0,69.31222,16.8523445129395,225.431137084961,21:00:00.0000000,2022-03-15,21
6.54,0.03,20.7,466.5,27.7,0.04,342.0,4.0,64.82443,15.7831153869629,109.85262298584,22:00:00.0000000,2022-03-15,22
6.4,0.03,20.7,495.0,27.6,0.04,317.0,71.0,66.96896,16.2940559387207,124.315689086914,23:00:00.0000000,2022-03-15,23
6.35,0.03,22.5,509.3,27.5,0.03,258.0,99.0,54.27184,13.2700328826904,80.739128112793,00:00:00.0000000,2022-03-16,0
6.33,0.03,25.2,529.2,27.5,0.03,219.0,106.0,37.99054,9.13600921630859,52.9480781555176,01:00:00.0000000,2022-03-16,1
6.34,0.03,26.5,544.1,27.5,0.03,184.2,105.0,31.67887,7.53339862823486,33.5950050354004,02:00:00.0000000,2022-03-16,2
6.3,0.03,27.5,550.0,27.5,0.04,167.1,94.0,28.84255,6.81322288513184,27.7368030548096,03:00:00.0000000,2022-03-16,3
6.31,0.03,28.5,552.3,27.4,0.04,157.1,41.0,27.50711,6.4751558303833,25.6378269195557,04:00:00.0000000,2022-03-16,4
6.28,0.02,29.5,555.8,27.4,0.04,138.7,24.0,25.90055,6.06558418273926,23.6003913879395,05:00:00.0000000,2022-03-16,5
6.33,0.02,30.6,566.0,27.4,0.04,120.2,52.0,27.87622,6.56522369384766,30.3726711273193,06:00:00.0000000,2022-03-16,6
6.35,0.02,31.6,563.8,27.4,0.04,127.4,83889.08,25.54093,5.97530269622803,22.6339015960693,07:00:00.0000000,2022-03-16,7
6.29,0.02,32.3,567.3,27.4,0.04,131.2,83900.08,26.21069,6.14496183395386,23.1392135620117,08:00:00.0000000,2022-03-16,8
6.4,0.02,33.3,570.4,27.6,0.05,149.3,83933.08,26.76063,6.28341770172119,22.3097877502441,09:00:00.0000000,2022-03-16,9
6.41,0.03,34.5,574.0,27.8,0.05,150.9,83962.08,26.91026,6.32259082794189,22.7899532318115,10:00:00.0000000,2022-03-16,10
6.38,0.03,35.3,577.7,28.0,0.06,161.3,83990.08,27.80152,6.54889297485352,28.6491851806641,11:00:00.0000000,2022-03-16,11
6.48,0.03,35.8,583.3,28.4,0.07,172.1,84029.08,29.78161,7.0516619682312,27.9767723083496,12:00:00.0000000,2022-03-16,12
6.58,0.03,36.1,582.6,28.7,0.08,194.9,84078.08,32.19736,7.66505002975464,34.7053604125977,13:00:00.0000000,2022-03-16,13
6.61,0.03,36.7,585.6,29.0,0.08,201.0,84123.08,31.07613,7.3803563117981,27.2520351409912,14:00:00.0000000,2022-03-16,14
6.61,0.03,36.9,587.9,29.4,0.09,194.6,84168.08,33.10003,7.89424896240234,32.1293182373047,15:00:00.0000000,2022-03-16,15
6.64,0.03,37.6,587.3,29.6,0.09,211.0,84189.08,39.13206,9.42585563659668,43.1515884399414,16:00:00.0000000,2022-03-16,16
6.64,0.03,38.2,599.6,29.7,0.09,213.0,84197.08,36.54203,8.76821517944336,38.9585800170898,17:00:00.0000000,2022-03-16,17
6.62,0.04,38.6,625.1,29.7,0.09,210.0,84117.08,38.19221,9.18721771240234,42.0241088867188,18:00:00.0000000,2022-03-16,18
6.64,0.03,38.8,638.3,29.7,0.08,243.0,84107.08,36.88461,8.85519981384277,38.8694381713867,19:00:00.0000000,2022-03-16,19
6.65,0.03,39.4,656.9,29.7,0.08,245.0,84126.08,40.23132,9.70497131347656,42.7640075683594,20:00:00.0000000,2022-03-16,20
6.66,0.03,39.4,682.7,29.6,0.08,263.0,84119.08,41.85962,10.1184158325195,48.3557167053223,21:00:00.0000000,2022-03-16,21
6.63,0.03,39.5,744.8,29.4,0.08,309.0,84088.08,50.98995,12.4367198944092,72.1996536254883,22:00:00.0000000,2022-03-16,22
6.69,0.03,39.5,748.4,29.4,0.08,394.0,84216.08,44.48337,10.7846193313599,48.1924591064453,23:00:00.0000000,2022-03-16,23
6.64,0.03,39.3,803.3,29.2,0.08,373.0,84196.08,52.13653,12.7278518676758,65.9447860717773,00:00:00.0000000,2022-03-17,0
6.68,0.03,39.5,804.7,29.1,0.08,435.0,84259.08,40.60863,9.80077457427979,42.5588836669922,01:00:00.0000000,2022-03-17,1
6.66,0.03,39.9,815.9,29.0,0.08,432.0,84258.08,43.38361,10.5079650878906,44.9730186462402,02:00:00.0000000,2022-03-17,2
6.7,0.03,40.1,810.4,29.0,0.09,439.0,84271.08,41.47985,10.0219211578369,38.2854843139648,03:00:00.0000000,2022-03-17,3
6.72,0.03,40.4,807.5,28.9,0.09,516.0,84287.08,34.24515,8.18577003479004,25.1788902282715,04:00:00.0000000,2022-03-17,4
6.7,0.03,40.1,833.8,28.8,0.08,340.0,84203.08,35.67972,8.54926490783691,32.4446105957031,05:00:00.0000000,2022-03-17,5
6.73,0.03,39.5,838.7,28.7,0.08,365.0,84266.08,29.48641,6.97670650482178,22.6389274597168,06:00:00.0000000,2022-03-17,6
6.7,0.03,39.4,836.3,28.6,0.08,416.0,84288.08,25.41381,5.94262409210205,13.5683097839355,07:00:00.0000000,2022-03-17,7
6.72,0.03,39.6,837.1,28.5,0.09,466.0,84297.08,24.30288,5.66054534912109,9.80171680450439,08:00:00.0000000,2022-03-17,8
6.73,0.02,39.5,820.7,28.6,0.1,469.0,84302.08,25.24155,5.89888525009155,12.2484006881714,09:00:00.0000000,2022-03-17,9
6.74,0.03,39.6,807.5,28.8,0.12,473.0,84337.08,29.06948,6.87084436416626,18.2811317443848,10:00:00.0000000,2022-03-17,10
6.7,0.03,42.2,900.6,28.8,0.11,414.0,84326.08,52.45755,12.809362411499,66.7439041137695,11:00:00.0000000,2022-03-17,11
6.72,0.03,39.8,907.2,29.2,0.11,478.0,84342.08,43.28914,10.4813890457153,53.777961730957,12:00:00.0000000,2022-03-17,12
6.73,0.03,35.6,918.6,29.5,0.09,459.0,84345.08,36.95051,8.87193298339844,44.3305702209473,13:00:00.0000000,2022-03-17,13
6.73,0.03,34.7,928.6,29.7,0.09,441.0,84348.08,38.02262,9.14415454864502,49.828239440918,14:00:00.0000000,2022-03-17,14
