pH,DO,Cond,Turb,Temp,NH4,NO3,ORP,COD,BOD,TSS,NH3_N,logDate,logTime
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,0.0
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,1.0
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,2.0
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,3.0
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,4.0
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,5.0
8.2,3.33,0.8,11.5,26.9,0.37,0.82,97.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-14,6.0
8.2,3.32,0.9,11.6,26.7,0.38,1.44,98.0,0.0,0.0,0.0,07:00:00.0000000,2021-09-14,7.0
8.2,3.4,0.8,11.5,26.5,0.33,0.1,100.0,0.0,0.0,0.0,08:00:00.0000000,2021-09-14,8.0
8.21,3.35,0.8,11.6,26.2,0.37,0.26,99.0,0.0,0.0,0.0,09:00:00.0000000,2021-09-14,9.0
8.21,3.39,0.8,11.6,26.1,0.35,0.7,100.0,0.0,0.0,0.0,10:00:00.0000000,2021-09-14,10.0
8.2,3.35,0.9,11.5,26.1,0.47,0.09,101.0,0.0,0.0,0.0,11:00:00.0000000,2021-09-14,11.0
8.18,3.66,0.9,11.4,26.2,0.63,0.21,102.0,0.0,0.0,0.0,12:00:00.0000000,2021-09-14,12.0
8.17,3.69,1.0,11.7,26.3,0.63,0.19,101.0,0.0,0.0,0.0,13:00:00.0000000,2021-09-14,13.0
8.17,3.63,1.0,11.6,26.4,0.58,0.08,103.0,0.0,0.0,0.0,14:00:00.0000000,2021-09-14,14.0
8.17,3.67,1.0,11.5,26.4,0.57,0.11,103.0,0.0,0.0,0.0,15:00:00.0000000,2021-09-14,15.0
8.16,3.68,1.0,11.7,26.5,0.62,0.28,105.0,0.0,0.0,0.0,16:00:00.0000000,2021-09-14,16.0
8.16,3.67,1.0,11.7,26.6,0.58,0.37,103.0,0.0,0.0,0.0,17:00:00.0000000,2021-09-14,17.0
8.16,3.73,1.0,11.6,26.5,0.52,0.54,105.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-14,18.0
8.17,3.65,1.0,11.8,26.5,0.53,0.44,106.0,0.0,0.0,0.0,19:00:00.0000000,2021-09-14,19.0
8.16,3.68,1.0,11.5,26.5,0.51,0.94,103.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-14,20.0
8.16,3.67,1.0,11.5,26.5,0.52,0.61,99.0,0.0,0.0,0.0,21:00:00.0000000,2021-09-14,21.0
8.15,3.69,1.0,11.7,26.5,0.5,0.21,102.0,0.0,0.0,0.0,22:00:00.0000000,2021-09-14,22.0
8.16,3.43,1.0,11.7,26.4,0.48,0.27,103.0,0.0,0.0,0.0,23:00:00.0000000,2021-09-14,23.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,0.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,1.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,2.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,3.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,4.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,5.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,6.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,7.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,8.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,9.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,10.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,11.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,12.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,13.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,14.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,15.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,16.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,17.0
8.14,3.82,0.0,12.1,30.1,0.43,0.22,108.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-16,18.0
8.14,3.8,0.0,11.9,29.9,0.41,0.27,111.0,0.0,0.0,0.0,19:00:00.0000000,2021-09-16,19.0
8.14,3.82,0.0,12.1,29.7,0.42,0.25,110.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-16,20.0
8.14,3.82,0.0,12.1,29.7,0.42,0.25,110.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-16,21.0
8.14,3.82,0.0,12.1,29.7,0.42,0.25,110.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-16,22.0
8.14,3.82,0.0,12.1,29.7,0.42,0.25,110.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-16,23.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,0.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,1.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,2.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,3.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,4.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,5.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,6.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,7.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,8.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,9.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,10.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,11.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,12.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,13.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,14.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,15.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,16.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,17.0
8.14,4.67,0.0,12.2,30.5,0.35,0.37,111.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-17,18.0
8.13,4.78,0.0,12.2,30.3,0.32,0.78,108.0,0.0,0.0,0.0,19:00:00.0000000,2021-09-17,19.0
8.14,4.94,0.0,12.2,30.0,0.34,0.37,111.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-17,20.0
8.15,5.0,0.0,12.0,29.8,0.28,0.32,111.0,0.0,0.0,0.0,21:00:00.0000000,2021-09-17,21.0
8.16,5.06,0.0,11.9,29.6,0.29,0.37,109.0,0.0,0.0,0.0,22:00:00.0000000,2021-09-17,22.0
8.15,5.08,0.0,12.0,29.5,0.32,0.32,110.0,0.0,0.0,0.0,23:00:00.0000000,2021-09-17,23.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,0.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,1.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,2.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,3.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,4.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,5.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,6.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,7.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,8.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,9.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,10.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,11.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,12.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,13.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,14.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,15.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,16.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,17.0
8.16,5.25,0.0,11.7,28.4,0.15,0.35,110.0,0.0,0.0,0.0,18:00:00.0000000,2021-09-19,18.0
8.17,5.32,0.0,11.6,28.1,0.15,0.39,108.0,0.0,0.0,0.0,19:00:00.0000000,2021-09-19,19.0
8.17,5.3,0.0,12.0,27.9,0.15,0.6,109.0,0.0,0.0,0.0,20:00:00.0000000,2021-09-19,20.0
8.18,5.28,0.0,11.9,27.7,0.14,0.31,111.0,0.0,0.0,0.0,21:00:00.0000000,2021-09-19,21.0
8.17,5.32,0.0,11.9,27.5,0.16,0.46,109.0,0.0,0.0,0.0,22:00:00.0000000,2021-09-19,22.0
8.18,5.42,0.0,12.0,27.4,0.19,0.36,109.0,0.0,0.0,0.0,23:00:00.0000000,2021-09-19,23.0
8.17,5.43,0.0,12.1,27.3,0.17,0.37,115.0,0.0,0.0,0.0,00:00:00.0000000,2021-09-20,0
8.16,5.41,0.0,12.0,27.2,0.19,0.55,108.0,0.0,0.0,0.0,01:00:00.0000000,2021-09-20,1
8.15,5.36,0.0,12.0,27.0,0.2,0.33,112.0,0.0,0.0,0.0,02:00:00.0000000,2021-09-20,2
8.17,5.41,0.0,12.0,27.0,0.2,0.36,114.0,0.0,0.0,0.0,03:00:00.0000000,2021-09-20,3
8.16,5.45,0.0,11.9,26.8,0.21,0.49,112.0,0.0,0.0,0.0,04:00:00.0000000,2021-09-20,4
8.17,5.47,0.0,11.8,26.7,0.18,0.7,106.0,0.0,0.0,0.0,05:00:00.0000000,2021-09-20,5
8.17,5.46,0.0,12.1,26.6,0.19,0.57,111.0,0.0,0.0,0.0,06:00:00.0000000,2021-09-20,6
8.17,5.49,0.0,12.0,26.5,0.22,0.28,112.0,0.0,0.0,0.0,07:00:00.0000000,2021-09-20,7
8.17,5.46,0.0,12.0,26.6,0.32,0.34,109.0,0.0,0.0,0.0,08:00:00.0000000,2021-09-20,8
8.18,5.42,0.0,12.2,26.8,0.36,0.63,108.0,0.0,0.0,0.0,09:00:00.0000000,2021-09-20,9
8.2,5.36,0.0,12.0,27.1,0.31,0.3,110.0,0.0,0.0,0.0,10:00:00.0000000,2021-09-20,10
8.2,5.3,0.0,11.9,27.5,0.26,0.91,107.0,0.0,0.0,0.0,11:00:00.0000000,2021-09-20,11
8.17,5.26,0.0,12.0,27.9,0.23,0.78,108.0,0.0,0.0,0.0,12:00:00.0000000,2021-09-20,12
8.18,5.22,0.0,12.1,28.3,0.23,0.53,114.0,0.0,0.0,0.0,13:00:00.0000000,2021-09-20,13
8.19,5.18,0.0,12.2,28.7,0.23,0.54,102.0,0.0,0.0,0.0,14:00:00.0000000,2021-09-20,14
7.2,0.48,35.9,56.4,29.4,0.1,0.55,28.0,70.21662,17.0678215026855,98.8024978637695,15:00:00.0000000,2021-09-20,15
7.19,0.14,34.7,48.6,29.4,0.1,0.94,87.0,66.96722,16.2936420440674,77.1505432128906,16:00:00.0000000,2021-09-20,16
7.23,0.1,34.6,45.5,29.5,0.1,1.11,83934.08,65.62101,15.9729032516479,71.5311584472656,17:00:00.0000000,2021-09-20,17
7.21,0.1,35.7,46.3,29.3,0.13,0.94,83968.08,70.1591,17.0541172027588,76.8646240234375,18:00:00.0000000,2021-09-20,18
7.23,0.09,38.3,44.5,29.2,0.14,1.6,84010.08,70.01437,17.0196342468262,77.5947647094727,19:00:00.0000000,2021-09-20,19
7.24,0.08,41.2,45.5,29.2,0.15,1.93,84040.08,71.05456,17.2674617767334,79.9641342163086,20:00:00.0000000,2021-09-20,20
7.23,0.08,41.6,43.0,29.1,0.15,3.15,84061.08,70.38993,17.1091136932373,72.7061386108398,21:00:00.0000000,2021-09-20,21
7.23,0.07,41.5,40.5,28.9,0.15,5.09,84092.08,70.10512,17.0412559509277,74.8985061645508,22:00:00.0000000,2021-09-20,22
7.22,0.06,43.5,41.6,28.7,0.13,4.88,84136.08,68.60725,16.684383392334,69.6057586669922,23:00:00.0000000,2021-09-20,23
7.2,0.06,41.1,41.0,28.6,0.13,3.89,84151.08,68.11864,16.5688781738281,70.7591323852539,00:00:00.0000000,2021-09-21,0
7.19,0.06,39.2,42.4,28.4,0.12,4.95,84152.08,67.27138,16.3661098480225,69.0343017578125,01:00:00.0000000,2021-09-21,1
7.19,0.05,37.2,38.4,28.3,0.12,5.18,84133.08,66.00411,16.063777923584,65.4850006103516,02:00:00.0000000,2021-09-21,2
7.18,0.05,41.5,40.8,28.2,0.11,6.72,84031.08,65.74237,16.0018177032471,69.1698150634766,03:00:00.0000000,2021-09-21,3
7.19,0.05,40.5,38.4,28.1,0.11,5.09,84005.08,63.83399,15.5456523895264,57.8806037902832,04:00:00.0000000,2021-09-21,4
7.18,0.05,38.3,38.4,28.0,0.11,5.62,83949.08,61.70899,15.0412197113037,57.747745513916,05:00:00.0000000,2021-09-21,5
7.17,0.12,37.2,35.2,27.9,0.11,8.77,37.0,58.96445,14.4615459442139,54.1711921691895,06:00:00.0000000,2021-09-21,6
7.17,0.14,36.7,30.2,27.9,0.11,7.1,69.0,54.79936,13.4039745330811,45.499828338623,07:00:00.0000000,2021-09-21,7
7.16,0.24,36.5,28.3,27.9,0.1,7.69,92.0,50.8893,12.4111633300781,43.434642791748,08:00:00.0000000,2021-09-21,8
7.17,0.23,36.5,27.6,27.9,0.11,8.22,103.0,51.36146,12.5310497283936,41.3645706176758,09:00:00.0000000,2021-09-21,9
7.19,0.11,37.8,30.3,28.2,0.12,11.91,76.0,51.8237,12.6484184265137,51.5701103210449,10:00:00.0000000,2021-09-21,10
7.2,0.04,38.5,31.8,28.6,0.12,8.9,83890.08,54.7191,13.3835964202881,54.9624252319336,11:00:00.0000000,2021-09-21,11
7.21,0.04,38.7,33.5,29.1,0.12,14.16,83895.08,55.73527,13.6416149139404,55.5541915893555,12:00:00.0000000,2021-09-21,12
7.17,0.05,39.4,34.6,29.5,0.11,10.69,83966.08,59.11621,14.4952583312988,56.2701148986816,13:00:00.0000000,2021-09-21,13
7.21,0.05,40.3,30.8,29.7,0.12,11.94,83915.08,58.13329,14.2505016326904,48.2324066162109,14:00:00.0000000,2021-09-21,14
7.22,0.12,43.9,29.7,29.7,0.12,27.7,93.0,55.61587,13.6112976074219,46.9667892456055,15:00:00.0000000,2021-09-21,15
7.21,0.13,43.2,32.2,29.7,0.12,18.84,120.0,55.82259,13.6637878417969,54.6527900695801,16:00:00.0000000,2021-09-21,16
7.21,0.06,42.8,29.8,29.8,0.12,22.7,51.0,53.33356,13.0317916870117,47.420337677002,17:00:00.0000000,2021-09-21,17
7.21,0.04,43.2,30.5,29.6,0.11,23.5,83929.08,53.97644,13.1950263977051,48.092945098877,18:00:00.0000000,2021-09-21,18
7.23,0.04,42.5,30.5,29.4,0.11,21.8,83985.08,54.51602,13.33203125,49.1169738769531,19:00:00.0000000,2021-09-21,19
7.25,0.04,41.4,30.7,29.2,0.12,29.1,84038.08,55.13499,13.4891967773438,48.2805557250977,20:00:00.0000000,2021-09-21,20
7.25,0.04,42.0,32.3,28.9,0.13,37.7,84066.08,54.65841,13.368185043335,50.8508377075195,21:00:00.0000000,2021-09-21,21
7.23,0.04,42.7,37.0,28.8,0.13,38.8,84180.08,56.5498,13.8484325408936,51.0391998291016,22:00:00.0000000,2021-09-21,22
7.25,0.04,42.9,35.1,28.8,0.13,47.5,84241.08,54.18231,13.2472991943359,49.5905151367188,23:00:00.0000000,2021-09-21,23
7.13,0.04,35.6,44.7,28.4,0.07,86.7,84119.08,47.83033,11.6344537734985,69.1824417114258,00:28:00.0000000,2021-09-22,0.0
7.24,0.04,42.3,37.3,28.5,0.13,53.3,84260.08,52.68732,12.8670597076416,53.700626373291,01:00:00.0000000,2021-09-22,1.0
7.22,0.04,41.9,41.1,28.4,0.12,43.8,84254.08,53.12856,12.9831790924072,59.5507164001465,02:00:00.0000000,2021-09-22,2.0
7.22,0.04,45.9,51.2,28.2,0.12,70.1,84267.08,57.08595,13.9845695495605,78.1750030517578,03:00:00.0000000,2021-09-22,3.0
7.19,0.04,44.5,59.3,28.1,0.11,82.1,84264.08,59.70233,14.5880041122437,98.687255859375,04:00:00.0000000,2021-09-22,4.0
7.07,0.03,39.4,66.2,27.9,0.09,55.1,84084.08,62.47351,15.2230014801025,109.46321105957,05:00:00.0000000,2021-09-22,5.0
7.04,0.04,36.6,75.7,27.7,0.09,52.8,84035.08,66.04137,16.0735664367676,120.062362670898,06:00:00.0000000,2021-09-22,6.0
7.15,0.04,36.7,80.1,27.7,0.09,69.9,84193.08,69.30793,16.8513221740723,141.667083740234,07:00:00.0000000,2021-09-22,7.0
7.12,0.03,34.4,77.0,27.7,0.08,73.5,84129.08,68.1881,16.5845184326172,130.003646850586,08:00:00.0000000,2021-09-22,8.0
7.12,0.04,32.3,66.2,27.7,0.07,88.8,84117.08,62.11596,15.1378135681152,108.375946044922,09:00:00.0000000,2021-09-22,9.0
7.14,0.03,32.2,57.7,27.9,0.08,89.0,84134.08,56.97999,13.9576644897461,90.8311538696289,10:00:00.0000000,2021-09-22,10.0
7.16,0.04,32.5,44.1,28.3,0.08,76.8,84243.08,52.80594,12.8978233337402,76.3610687255859,11:00:00.0000000,2021-09-22,11.0
7.18,0.04,32.8,53.9,28.7,0.09,84.5,84261.08,60.78513,14.8207387924194,102.963577270508,12:00:00.0000000,2021-09-22,12.0
7.18,0.03,32.9,40.2,29.1,0.08,80.3,84237.08,56.05354,13.7224254608154,89.5871276855469,13:00:00.0000000,2021-09-22,13.0
7.19,0.04,35.2,33.0,29.5,0.08,76.6,84220.08,48.97463,11.9250049591064,71.7663421630859,14:00:00.0000000,2021-09-22,14.0
7.17,0.08,33.9,48.3,29.8,0.07,54.1,83914.08,51.62622,12.5982761383057,82.531494140625,15:40:00.0000000,2021-09-22,15.0
7.15,0.06,33.6,78.0,29.5,0.08,78.3,83954.08,66.86057,16.2682323455811,130.416244506836,16:28:00.0000000,2021-09-22,16.0
7.07,0.13,34.2,81.7,29.3,0.08,50.7,84045.08,67.09923,16.3250942230225,127.45597076416,17:16:00.0000000,2021-09-22,17.0
7.14,0.03,34.0,57.1,28.9,0.07,76.3,84264.08,62.17314,15.1514377593994,94.5642471313477,18:52:00.0000000,2021-09-22,18.0
7.07,0.04,34.0,63.6,28.7,0.08,107.7,84291.08,64.17707,15.6288795471191,102.892272949219,19:40:00.0000000,2021-09-22,19.0
7.06,0.04,34.5,63.8,28.5,0.08,78.8,84306.08,62.32967,15.1887331008911,96.1488265991211,20:28:00.0000000,2021-09-22,20.0
7.03,0.04,34.7,63.8,28.6,0.08,52.2,84292.08,61.88906,15.0837545394897,97.7971115112305,21:16:00.0000000,2021-09-22,21.0
7.1,0.04,34.7,49.9,28.5,0.07,153.3,84321.08,55.33143,13.5390911102295,78.1546936035156,22:52:00.0000000,2021-09-22,22.0
7.08,0.04,35.2,43.5,28.5,0.07,96.0,84177.08,49.65054,12.0972900390625,70.2232131958008,23:40:00.0000000,2021-09-22,23.0
7.0,0.1,35.0,54.6,28.3,0.06,63.6,84089.08,48.33894,11.76877784729,75.0402221679688,01:16:00.0000000,2021-09-23,0.0
7.0,0.1,35.0,54.6,28.3,0.06,63.6,84089.08,48.33894,11.76877784729,75.0402221679688,01:16:00.0000000,2021-09-23,1.0
7.11,0.06,37.9,36.5,28.2,0.07,181.2,83970.08,41.24782,9.95910549163818,56.0320205688477,02:52:00.0000000,2021-09-23,2.0
7.13,0.25,37.3,36.6,28.2,0.06,195.9,83912.08,39.68732,9.56954956054688,53.5402793884277,03:40:00.0000000,2021-09-23,3.0
7.09,0.28,35.4,35.8,28.1,0.06,157.0,37.0,38.33084,9.22241592407227,51.3024711608887,04:28:00.0000000,2021-09-23,4.0
6.88,0.45,34.3,38.4,28.0,0.06,127.5,50.0,37.12468,8.91380786895752,50.0999946594238,05:16:00.0000000,2021-09-23,5.0
6.98,0.17,33.3,32.4,27.9,0.06,240.0,84046.08,34.87944,8.3460636138916,46.9903755187988,06:52:00.0000000,2021-09-23,6.0
7.12,0.21,33.2,31.9,27.8,0.06,281.0,84075.08,35.08123,8.39730072021484,45.6883354187012,07:40:00.0000000,2021-09-23,7.0
7.11,0.1,33.5,29.9,27.8,0.07,296.0,83996.08,35.79816,8.57933902740479,41.9715576171875,08:28:00.0000000,2021-09-23,8.0
7.04,0.14,34.3,40.6,28.0,0.07,244.0,84026.08,38.37415,9.23341369628906,47.884593963623,09:16:00.0000000,2021-09-23,9.0
7.18,0.04,34.8,33.0,28.0,0.08,422.0,84310.08,39.02527,9.3987398147583,48.7786598205566,10:04:00.0000000,2021-09-23,10.0
7.19,0.04,35.5,34.0,28.3,0.08,434.0,84320.08,40.67581,9.81783294677734,60.1587257385254,11:00:00.0000000,2021-09-23,11.0
7.2,0.04,35.6,28.0,28.7,0.08,396.0,84333.08,42.25441,10.2186584472656,59.0932388305664,12:00:00.0000000,2021-09-23,12.0
7.21,0.03,35.9,31.0,29.1,0.08,344.0,84335.08,43.05597,10.4221839904785,56.8337478637695,13:00:00.0000000,2021-09-23,13.0
7.2,0.04,37.3,28.5,29.4,0.08,294.0,84330.08,39.0486,9.40466499328613,49.461296081543,14:00:00.0000000,2021-09-23,14.0
7.21,0.03,37.3,27.8,29.8,0.07,232.0,84328.08,36.53354,8.76605987548828,44.955638885498,15:00:00.0000000,2021-09-23,15.0
7.2,0.03,37.1,27.6,30.0,0.07,169.9,84327.08,34.16043,8.16349792480469,43.4292526245117,16:00:00.0000000,2021-09-23,16.0
7.21,0.03,37.7,28.8,29.9,0.08,149.3,84313.08,36.17564,8.67518615722656,44.4900436401367,17:00:00.0000000,2021-09-23,17.0
7.21,0.03,36.9,32.5,29.7,0.07,105.9,84281.08,39.60239,9.5452766418457,47.2567138671875,18:00:00.0000000,2021-09-23,18.0
7.21,0.03,36.6,33.0,29.5,0.08,125.7,84327.08,42.39317,10.2538909912109,46.8457527160645,19:00:00.0000000,2021-09-23,19.0
7.21,0.03,37.1,32.9,29.4,0.08,101.9,84328.08,45.09195,10.9391450881958,48.6203956604004,20:00:00.0000000,2021-09-23,20.0
7.2,0.03,38.0,37.0,29.3,0.09,89.8,84334.08,50.53358,12.3181991577148,60.0799255371094,21:00:00.0000000,2021-09-23,21.0
7.15,0.03,39.0,39.1,29.2,0.1,110.9,84338.08,51.64174,12.6022167205811,60.5151252746582,22:00:00.0000000,2021-09-23,22.0
7.2,0.03,38.8,37.6,29.1,0.09,73.1,84335.08,49.35951,12.0227317810059,57.3627853393555,23:00:00.0000000,2021-09-23,23.0
7.21,0.03,38.2,34.8,29.0,0.07,67.2,84327.08,45.1942,10.9668455123901,51.3237419128418,00:00:00.0000000,2021-09-24,0
7.11,0.03,38.0,32.6,28.8,0.08,73.6,84329.08,42.72467,10.3405208587646,45.8170127868652,01:00:00.0000000,2021-09-24,1
7.09,0.03,37.7,30.5,28.6,0.07,56.8,84279.08,39.08091,9.4141902923584,43.1770515441895,02:00:00.0000000,2021-09-24,2
7.07,0.07,37.0,30.5,28.5,0.07,60.6,84222.08,35.95501,8.61916351318359,39.796443939209,03:00:00.0000000,2021-09-24,3
7.09,0.07,36.3,30.3,28.4,0.06,47.9,84163.08,35.19961,8.42735862731934,41.5080528259277,04:00:00.0000000,2021-09-24,4
7.07,0.04,37.7,33.2,28.3,0.07,57.3,84211.08,36.15353,8.66957187652588,49.2760963439941,05:00:00.0000000,2021-09-24,5
7.07,0.07,38.9,36.5,28.2,0.07,44.2,84218.08,35.93815,8.61488151550293,50.449821472168,06:00:00.0000000,2021-09-24,6
7.1,0.05,37.8,31.7,28.0,0.07,61.0,84249.08,33.59948,8.02106475830078,43.9514007568359,07:00:00.0000000,2021-09-24,7
7.15,0.03,37.3,29.5,27.9,0.07,56.6,84286.08,32.08061,7.63540649414063,38.1612854003906,08:00:00.0000000,2021-09-24,8
7.18,0.03,38.7,26.4,28.0,0.08,56.5,84318.08,31.957,7.6040210723877,35.0211791992188,09:00:00.0000000,2021-09-24,9
